MAX_TEMP,MIN_TEMP,RAINFALL_CH,SOLAR_EXPOSURE,DATE_READING,NO_OF_CAPTURE,Year,Month,Day,Period over which rainfall was measured (days),Fort Hill Rainfall Amount,tide_range,tide_max,tide_min,COMMON_NAME,DATE_CAPTURED,DESCRIPTION,GROUP_NAME,ID,LATITUDE,LOCATION,LONGITUDE,NOTES,SCIENTIFIC_NAME,SEX,TAXONID,TOTAL_LENGTH,TRAP_NUMBER,_clipped,1_TOTAL_LENGTH,2_TOTAL_LENGTH,3_TOTAL_LENGTH,4_TOTAL_LENGTH,5_TOTAL_LENGTH,6_TOTAL_LENGTH,7_TOTAL_LENGTH,8_TOTAL_LENGTH,9_TOTAL_LENGTH,10_TOTAL_LENGTH,11_TOTAL_LENGTH,12_TOTAL_LENGTH,13_TOTAL_LENGTH,14_TOTAL_LENGTH,15_TOTAL_LENGTH,16_TOTAL_LENGTH,17_TOTAL_LENGTH,18_TOTAL_LENGTH,19_TOTAL_LENGTH,36_TOTAL_LENGTH,37_TOTAL_LENGTH,39_TOTAL_LENGTH,43_TOTAL_LENGTH,46_TOTAL_LENGTH,47_TOTAL_LENGTH,48_TOTAL_LENGTH,52_TOTAL_LENGTH,53_TOTAL_LENGTH,54_TOTAL_LENGTH,55_TOTAL_LENGTH,56_TOTAL_LENGTH
32.2,25.1,10.8,25.5,20170319,0,2017,3,19,,,5.197305056435226,6.949261483188547,1.75195642675332,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,22.9,0,24.5,20090902,0,2009,9,2,,,5.804959023706743,6.8861279273285625,1.081168903621819,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.9,24.6,0,23.3,20071004,0,2007,10,4,,0,6.412573891676301,7.424422517499116,1.0118486258228159,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25.9,0,16.4,20100903,0,2010,9,3,,,5.745895932892276,7.126554255286518,1.380658322394241,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.1,17.9,0,19.8,20110608,0,2011,6,8,,,5.375280317478667,6.682518736160869,1.3072384186822017,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,16.6,0,21,20160719,0,2016,7,19,,0,3.6829511339049485,6.192894134529063,2.509943000624115,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,21,0,20.3,20200625,0,2020,6,25,,,3.5765429537361877,5.647575523107239,2.0710325693710514,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7,20.3,0,23.6,20060815,0,2006,8,15,,0,5.200187898288718,6.613110473401459,1.4129225751127419,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,25.9,0,25.1,20111021,4,2011,10,21,,,6.232005689497755,7.1736684970081885,0.9416628075104336,Saltwater Crocodile,20111021,Harpoon,Blackmore River,4063,-12.651711,Middle Arm,130.964682,,C. porosus,M,9725,0,9,no,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23.3,0,25.3,20110930,0,2011,9,30,,,2.6217495233402777,5.425470604071677,2.8037210807313993,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,25.8,1.2,13.9,20130220,0,2013,2,20,,,6.5913143771615905,7.716337596047239,1.1250232188856488,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,23.3,0,20.4,20170605,0,2017,6,5,,0,6.856149963865128,7.363109703959774,0.5069597400946457,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,29,0,11.7,20200209,0,2020,2,9,,,3.9253547273057574,6.33035593656659,2.405001209260832,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,23.8,43.2,5.6,20140129,0,2014,1,29,1,114,5.447746482706913,7.165480762063039,1.7177342793561254,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.1,24.1,0,26.8,20061212,1,2006,12,12,,0,6.1589701762943445,7.0269050997956395,0.8679349235012945,Saltwater Crocodile,20061212,Trap,Woods Inlet,2349,-12.487708,Woods Inlet,130.756395,,C. porosus,M,9725,0,1,no,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.6,21.2,0,18.6,20160711,0,2016,7,11,,0,5.909480972886499,6.863981542924157,0.9545005700376588,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,19.8,0,23.5,20190822,0,2019,8,22,,0,5.0346442415507076,6.62964454749045,1.5950003059397426,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,22.7,85.2,3.3,20110111,0,2011,1,11,1,61.4,5.333505816537375,6.7683413383410675,1.434835521803692,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,26.1,12.8,20.5,20141227,0,2014,12,27,,,4.3894367904974505,6.214006995001697,1.8245702045042473,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.2,24.7,0,13.2,20191027,0,2019,10,27,,,5.512506010751805,6.585581496130828,1.073075485379023,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.8,19.6,0,21.3,20080708,0,2008,7,8,,,4.879759285653856,6.241078460325095,1.3613191746712388,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.8,22.1,0,22.7,20090430,2,2009,4,30,,,4.601994222963111,6.507893375362059,1.9058991523989488,Saltwater Crocodile,20090430,Trap,Woods Inlet,2041,-12.487708,Woods Inlet,130.756395,,C. porosus,M,9725,0,1,no,286,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,25.8,0,20,20081212,1,2008,12,12,,,4.414909641039646,6.511639732444266,2.0967300914046203,Saltwater Crocodile,20081212,Trap,Hope Inlet,1925,-12.324761,Near Tree Point,131.044948,,C. porosus,M,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0
31.7,24.5,0,16.6,20150307,0,2015,3,7,,0,2.0872211634925604,5.080292284396349,2.993071120903789,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,26.5,0,24.7,20160925,0,2016,9,25,,0,6.836861892087608,7.692718115991755,0.8558562239041474,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.6,26,0,26,20141103,0,2014,11,3,,0,7.289459205225159,7.696541315726043,0.40708211050088394,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.4,25.1,0.1,11,20180118,1,2018,1,18,,,2.8924539008288948,5.649744479256771,2.7572905784278765,Saltwater Crocodile,20180118,Trap,Blackmore River,19075,-12.651711,Middle Arm,130.964682,Scutes 3 and 4 damaged. ,C. porosus,F,9725,0,9,no,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,24.5,9.6,26,20121019,0,2012,10,19,,,3.1119960179533885,5.901436902840318,2.78944088488693,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,23.1,0,23.3,20140420,1,2014,4,20,,,3.8630505299020124,6.208223387487607,2.3451728575855944,Saltwater Crocodile,20140420,Trap,Darwin,9175,-12.443089,Sadgroves Creek,130.865536,,C. porosus,F,9725,0,14,no,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,22.9,67.6,16.3,20090131,0,2009,1,31,,,3.6293678322904404,6.0041309128445945,2.374763080554154,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,19.9,0,20.2,20150624,0,2015,6,24,,0,6.008558698367526,6.94560376232212,0.937045063954594,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25.6,7.2,16.9,20080130,0,2008,1,30,,,6.145430630768349,7.263330762876876,1.117900132108527,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.7,25.4,2.2,14.9,20071210,0,2007,12,10,7,46,2.8388903691672116,5.815826120535595,2.9769357513683836,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19.3,0,23,20120719,0,2012,7,19,,,3.5492134743995765,5.94987992068616,2.400666446286584,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.1,18.4,0,20.8,20120615,2,2012,6,15,,,6.337597388315466,7.235304963477102,0.8977075751616366,Saltwater Crocodile,20120615,Trap,Hope Inlet,4975,-12.3479,Little Howard River,131.05011,,C. porosus,F,9725,0,36,no,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
33.2,22.2,0,20.7,20150604,0,2015,6,4,,0,2.420644622766842,5.507068363551526,3.086423740784684,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,25.9,0,24.2,20170408,0,2017,4,8,,,7.079492979728682,7.76357462761041,0.6840816478817273,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.2,15.3,0,25.8,20120815,0,2012,8,15,,,5.278171811395254,6.832164474046285,1.5539926626510305,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,24.6,1.6,17.9,20110409,1,2011,4,9,1,9,4.247149092561546,6.3877453005630365,2.14059620800149,Saltwater Crocodile,20110409,Trap,West Arm,3691,-12.600867,West Arm,130.77131,BLV,C. porosus,M,9725,0,2,no,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,23.9,8.4,21.6,20100419,0,2010,4,19,1,2.2,3.6816843781909396,6.074760223154133,2.3930758449631933,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,29,0,22.1,20130126,0,2013,1,26,,,4.01094774799537,6.464350809661379,2.4534030616660085,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,25.3,0,21.5,20111227,0,2011,12,27,,,3.7186746169791967,5.894101933682748,2.1754273167035514,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.2,19.7,0,22,20060527,0,2006,5,27,,0,3.976840344281059,6.2831183521108285,2.3062780078297695,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,26.6,0,25.1,20081117,0,2008,11,17,,,3.8580124318708653,5.971984032399992,2.1139716005291267,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,26.2,0,25.1,20071007,0,2007,10,7,,0,7.872242686409088,7.867336443993272,-0.004906242415815498,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,24.5,0,20.9,20100902,2,2010,9,2,,,5.583989830988126,7.064764193048788,1.4807743620606617,Saltwater Crocodile,20100902,Trap,Hope Inlet,3237,-12.373801,Kings Creek,131.018415,,C. porosus,F,9725,0,17,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.1,24.5,0,23.1,20090914,0,2009,9,14,,,6.3700048927761195,7.314673557014023,0.9446686642379043,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,26.6,0,18.8,20130406,0,2013,4,6,,,7.420342415299298,7.871656753924489,0.451314338625191,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,24.5,0,19.7,20170324,4,2017,3,24,,,5.759351704602046,7.175584334904773,1.4162326303027273,Saltwater Crocodile,20170324,Trap,West Arm,16715,-12.56574,West B,130.75983,,C. porosus,M,9725,0,54,no,0,0,0,0,0,0,0,0,295,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,289,0,0
29,20.7,0,19,20070626,0,2007,6,26,,0,5.7255695829051625,6.966610555882811,1.2410409729776481,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.7,18,0,19.7,20090621,0,2009,6,21,,,4.719268392803585,6.66585443919179,1.9465860463882052,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.4,20,0,20,20080627,0,2008,6,27,,,5.890727309475026,6.961369405263011,1.070642095787985,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,24.2,0,18.6,20100525,0,2010,5,25,,,6.508157898545461,7.342001442830341,0.8338435442848802,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,24.2,0,23,20100912,0,2010,9,12,,,3.3908909398330147,5.772724564476793,2.381833624643778,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,25.3,0,22.9,20111209,0,2011,12,9,,,4.203537941703548,6.452913840429539,2.2493758987259906,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6,21.1,0,21.8,20140803,0,2014,8,3,,,5.305430119401752,6.731297992809333,1.4258678734075807,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4,24.5,15.2,4,20140206,1,2014,2,6,1,35,5.706581710430137,7.021184670675815,1.3146029602456784,Saltwater Crocodile,20140206,Trap,Palmerston,8616,-12.474476,Hudson Creek,130.936403,"*ESCAPEE NO CHARGE
Scutes cut - 600/400/070/09/10s",C. porosus,M,9725,0,12,no,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,24.1,25,12.9,20151223,0,2015,12,23,1,34,6.6160597235036605,7.466657603723112,0.8505978802194516,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.2,24,47.2,5.7,20081220,0,2008,12,20,,,6.82880853443652,7.41283156363923,0.5840230292027098,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1,19.1,0,20.1,20100614,0,2010,6,14,,,2.9407669204503644,5.634436176696442,2.693669256246078,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.3,20.8,0,20.8,20180529,0,2018,5,29,,0,4.048259126031276,6.339452748808894,2.2911936227776177,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.9,21.4,0,22.7,20180813,0,2018,8,13,,0,3.7034025766194114,5.768277623538517,2.0648750469191057,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.6,24.6,7,6.7,20110110,0,2011,1,10,1,14,4.738928344854721,6.414021761893768,1.6750934170390464,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.6,24.2,0,25.9,20181006,0,2018,10,6,,0,6.930213247207358,7.504108131335995,0.5738948841286371,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.9,17.9,0,23.8,20200826,1,2020,8,26,,,6.408431028733743,7.288576359617871,0.8801453308841292,Saltwater Crocodile,20200826,Trap,Hope Inlet,25382,-12.324761,Near Tree Point,131.044948,Tail tip missing from 3000 scute onwards. half of scute 06 missing also,C. porosus,M,9725,0,19,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0
34.8,26.2,0,28.2,20171217,0,2017,12,17,,,4.513243922357203,6.51462981924348,2.0013858968862777,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4,28.8,0,21.7,20181204,0,2018,12,4,,0,7.314961833728708,7.642669924968281,0.3277080912395731,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.4,26,0,21.3,20190224,0,2019,2,24,,,3.923742196521408,6.067391144096931,2.1436489475755227,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,23.5,8.2,22,20180106,0,2018,1,6,,,4.017496801965423,5.903777724461155,1.886280922495732,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.3,14.5,0,20.3,20190627,0,2019,6,27,,0,5.880847377495931,6.901902810309144,1.0210554328132129,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.8,25,0.8,22.7,20160903,1,2016,9,3,,0,2.985113901129061,5.314619534509719,2.329505633380658,Saltwater Crocodile,20160903,Trap,Darwin,15056,-12.443089,Sadgroves Creek,130.865536,,C. porosus,M,9725,0,14,no,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,23.7,24.5,17.2,20100110,0,2010,1,10,,,7.64861052389022,7.998280232652441,0.34966970876222137,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,20.4,0,19.8,20100712,0,2010,7,12,,,3.8197357570655126,6.10626108105353,2.2865253239880174,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.6,25.3,2.8,20.2,20080329,0,2008,3,29,,0,5.533211696998326,7.018344564451385,1.4851328674530588,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,21.3,8,25.5,20180116,0,2018,1,16,,,3.8696010880493303,6.438240222150103,2.568639134100773,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.2,26.3,0,20.8,20171106,0,2017,11,6,,0,2.3854810489208518,5.498060927637726,3.1125798787168746,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.1,22.8,0,18.6,20101008,1,2010,10,8,,0,4.121244882266861,5.895855943224847,1.774611060957986,Saltwater Crocodile,20101008,Trap,Woods Inlet,3277,-12.487708,Woods Inlet,130.756395,,C. porosus,M,9725,0,1,no,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.9,27.2,0,26.7,20151108,0,2015,11,8,,0,6.482439303477127,7.23234873841133,0.7499094349342026,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4,18,0,21.1,20120526,0,2012,5,26,,,4.358999880959449,6.174152142515278,1.8151522615558289,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.9,23.8,0,24.1,20160911,0,2016,9,11,,0,5.795357752146506,7.149058777067866,1.3537010249213597,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.7,25.9,0,23,20180314,1,2018,3,14,,0,5.619727430628041,7.147996101203825,1.528268670575784,Saltwater Crocodile,20180314,Trap,West Arm,19518,-12.56574,West B,130.75983,,C. porosus,M,9725,0,54,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0
28.5,18.1,0,20.7,20120614,0,2012,6,14,,,6.843025074451621,7.416705758693697,0.5736806842420759,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2,22.4,0,18.2,20130610,0,2013,6,10,,,3.0105529395216313,5.637066849525789,2.626513910004158,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,24.3,1.8,18.1,20071204,0,2007,12,4,,,7.348236406665455,7.6347262083215455,0.2864898016560904,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,27.8,0,26.5,20080121,0,2008,1,21,,0,5.762656930960525,7.322598985786344,1.559942054825819,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,26.7,0,18.2,20071223,0,2007,12,23,,,5.180680737463046,6.8869872826407885,1.706306545177743,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.9,24.6,0,27.7,20191218,2,2019,12,18,,0,5.118928005489352,6.594041479230408,1.475113473741056,Saltwater Crocodile,20191218,Trap,Northern Suburb,23882,-12.348776,Buffalo Creek,130.909007,,C. porosus,M,9725,0,15,no,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0
31.3,23.3,0,21.5,20200815,0,2020,8,15,,,5.364845969918033,6.92485671927515,1.5600107493571165,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.2,25.3,0,24,20070419,7,2007,4,19,,0,2.521535006601659,5.418334050186723,2.896799043585064,Saltwater Crocodile,20070419,Trap,Southport,2247,-12.717072,Darwin River,130.951763,,C. porosus,M,9725,0,5,no,193,0,232,0,268,0,0,144,200,294,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.9,18.8,0,21.5,20110512,0,2011,5,12,,,6.476644880829866,7.301594721088379,0.8249498402585131,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.6,25,0,25.2,20090915,0,2009,9,15,,,6.701418016940966,7.402766477571506,0.7013484606305398,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,23,0,24.7,20180914,0,2018,9,14,,0,4.186599614755607,6.197983689568238,2.0113840748126313,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.4,26.3,0,18.3,20111214,0,2011,12,14,,,3.093748751266004,5.538713897175938,2.4449651459099346,,,,,,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
