DATE_READING,YEAR,MONTH,DAY,ELNINO,LANINA,DATE_CAPTURED,AREA_NUMBER,AREA_NAME,GROUP_NAME,1_NO_OF_CAPTURE,2_NO_OF_CAPTURE,3_NO_OF_CAPTURE,4_NO_OF_CAPTURE,TOTAL_CAPTURE,SCIENTIFIC_NAME
20141108,2014,11,8,0,0,,,,,0,0,0,0,0,
20160411,2016,4,11,0,0,20160411,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20180606,2018,6,6,0,0,20180606,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20180329,2018,3,29,0,0,,,,,0,0,0,0,0,
20110207,2011,2,7,0,1,20110207,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20070107,2007,1,7,1,0,,,,,0,0,0,0,0,
20171127,2017,11,27,0,0,20171127,3,Northeast Group,Northern Suburb,0,1,1,0,2,C. porosus
20131207,2013,12,7,0,0,,,,,0,0,0,0,0,
20140428,2014,4,28,0,0,,,,,0,0,0,0,0,
20091213,2009,12,13,1,0,,,,,0,0,0,0,0,
20111010,2011,10,10,0,1,,,,,0,0,0,0,0,
20141212,2014,12,12,0,0,,,,,0,0,0,0,0,
20200603,2020,6,3,0,0,,,,,0,0,0,0,0,
20100909,2010,9,9,0,1,,,,,0,0,0,0,0,
20101210,2010,12,10,0,1,20101210,3,Northeast Group,Northern Suburb,0,0,1,1,2,C. porosus
20150607,2015,6,7,1,0,,,,,0,0,0,0,0,
20090908,2009,9,8,0,0,,,,,0,0,0,0,0,
20091021,2009,10,21,0,0,20091021,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20160104,2016,1,4,1,0,,,,,0,0,0,0,0,
20150224,2015,2,24,0,0,,,,,0,0,0,0,0,
20110618,2011,6,18,0,0,,,,,0,0,0,0,0,
20170121,2017,1,21,0,0,,,,,0,0,0,0,0,
20200210,2020,2,10,0,0,,,,,0,0,0,0,0,
20140226,2014,2,26,0,0,,,,,0,0,0,0,0,
20170325,2017,3,25,0,0,,,,,0,0,0,0,0,
20061224,2006,12,24,1,0,,,,,0,0,0,0,0,
20110117,2011,1,17,0,1,,,,,0,0,0,0,0,
20111023,2011,10,23,0,1,,,,,0,0,0,0,0,
20090602,2009,6,2,0,0,,,,,0,0,0,0,0,
20190824,2019,8,24,0,0,,,,,0,0,0,0,0,
20190417,2019,4,17,0,0,20190417,1,South Group,Southport,1,0,0,0,1,C. porosus
20160516,2016,5,16,0,0,,,,,0,0,0,0,0,
20100119,2010,1,19,1,0,,,,,0,0,0,0,0,
20080823,2008,8,23,0,0,,,,,0,0,0,0,0,
20070323,2007,3,23,0,0,20070323,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20180608,2018,6,8,0,0,20180608,1,South Group,Berry Creek,1,0,1,0,2,C. porosus
20141225,2014,12,25,0,0,,,,,0,0,0,0,0,
20070304,2007,3,4,0,0,,,,,0,0,0,0,0,
20171101,2017,11,1,0,0,20171101,1,South Group,Berry Creek,1,1,3,2,7,C. porosus
20160203,2016,2,3,1,0,,,,,0,0,0,0,0,
20150217,2015,2,17,0,0,,,,,0,0,0,0,0,
20120613,2012,6,13,0,0,,,,,0,0,0,0,0,
20150720,2015,7,20,1,0,,,,,0,0,0,0,0,
20130619,2013,6,19,0,0,,,,,0,0,0,0,0,
20070420,2007,4,20,0,0,20070420,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20180105,2018,1,5,0,1,,,,,0,0,0,0,0,
20110508,2011,5,8,0,0,,,,,0,0,0,0,0,
20200612,2020,6,12,0,0,20200612,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20171017,2017,10,17,0,0,20171017,4,West Group,Woods Inlet,0,0,0,2,2,C. porosus
20140809,2014,8,9,0,0,,,,,0,0,0,0,0,
20131007,2013,10,7,0,0,,,,,0,0,0,0,0,
20120205,2012,2,5,0,1,,,,,0,0,0,0,0,
20190602,2019,6,2,0,0,,,,,0,0,0,0,0,
20180315,2018,3,15,0,0,20180315,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20170922,2017,9,22,0,0,,,,,0,0,0,0,0,
20110426,2011,4,26,0,0,,,,,0,0,0,0,0,
20100104,2010,1,4,1,0,,,,,0,0,0,0,0,
20180819,2018,8,19,0,0,,,,,0,0,0,0,0,
20081226,2008,12,26,0,1,,,,,0,0,0,0,0,
20190212,2019,2,12,0,0,,,,,0,0,0,0,0,
20080105,2008,1,5,0,1,,,,,0,0,0,0,0,
20141001,2014,10,1,0,0,20141001,4,West Group,West Arm,0,0,0,1,1,C. porosus
20190124,2019,1,24,0,0,20190124,1,South Group,Blackmore River,1,2,0,1,4,C. porosus
20140415,2014,4,15,0,0,,,,,0,0,0,0,0,
20160406,2016,4,6,0,0,,,,,0,0,0,0,0,
20150516,2015,5,16,1,0,,,,,0,0,0,0,0,
20200824,2020,8,24,0,0,,,,,0,0,0,0,0,
20170508,2017,5,8,0,0,20170508,1,South Group,Berry Creek,1,1,0,0,2,C. porosus
20110127,2011,1,27,0,1,,,,,0,0,0,0,0,
20130714,2013,7,14,0,0,,,,,0,0,0,0,0,
20150219,2015,2,19,0,0,,,,,0,0,0,0,0,
20130919,2013,9,19,0,0,,,,,0,0,0,0,0,
20110918,2011,9,18,0,0,,,,,0,0,0,0,0,
20101029,2010,10,29,0,1,20101029,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20110518,2011,5,18,0,0,,,,,0,0,0,0,0,
20110805,2011,8,5,0,0,20110805,2,Urban Group,Elizabeth River downstream,0,1,1,0,2,C. porosus
20060930,2006,9,30,0,0,,,,,0,0,0,0,0,
20110917,2011,9,17,0,0,,,,,0,0,0,0,0,
20120503,2012,5,3,0,0,,,,,0,0,0,0,0,
20100425,2010,4,25,0,0,,,,,0,0,0,0,0,
20151129,2015,11,29,1,0,,,,,0,0,0,0,0,
20181104,2018,11,4,0,0,,,,,0,0,0,0,0,
20100408,2010,4,8,0,0,20100408,4,West Group,West Arm,1,1,1,1,4,C. porosus
20170201,2017,2,1,0,0,20170201,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20180821,2018,8,21,0,0,,,,,0,0,0,0,0,
20190317,2019,3,17,0,0,,,,,0,0,0,0,0,
20191018,2019,10,18,0,0,,,,,0,0,0,0,0,
20071113,2007,11,13,0,1,,,,,0,0,0,0,0,
20110717,2011,7,17,0,0,,,,,0,0,0,0,0,
20061107,2006,11,7,1,0,20061107,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20150330,2015,3,30,0,0,20150330,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20160414,2016,4,14,0,0,20160414,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20120223,2012,2,23,0,1,20120223,3,Northeast Group,Hope Inlet,0,0,4,0,4,C. porosus
20140621,2014,6,21,0,0,,,,,0,0,0,0,0,
20170718,2017,7,18,0,0,,,,,0,0,0,0,0,
20091115,2009,11,15,1,0,,,,,0,0,0,0,0,
20140216,2014,2,16,0,0,,,,,0,0,0,0,0,
20110924,2011,9,24,0,0,,,,,0,0,0,0,0,
20190830,2019,8,30,0,0,20190830,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20180907,2018,9,7,0,0,20180907,3,Northeast Group,Hope Inlet,0,0,3,0,3,C. porosus
20070824,2007,8,24,0,1,,,,,0,0,0,0,0,
20070713,2007,7,13,0,0,,,,,0,0,0,0,0,
20130522,2013,5,22,0,0,,,,,0,0,0,0,0,
20130722,2013,7,22,0,0,,,,,0,0,0,0,0,
20121005,2012,10,5,0,0,20121005,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20150918,2015,9,18,1,0,,,,,0,0,0,0,0,
20130821,2013,8,21,0,0,,,,,0,0,0,0,0,
20101230,2010,12,30,0,1,,,,,0,0,0,0,0,
20160131,2016,1,31,1,0,,,,,0,0,0,0,0,
20101028,2010,10,28,0,1,20101028,2,Urban Group,Elizabeth River downstream,0,1,0,1,2,C. porosus
20151128,2015,11,28,1,0,,,,,0,0,0,0,0,
20070527,2007,5,27,0,0,,,,,0,0,0,0,0,
20080412,2008,4,12,0,0,,,,,0,0,0,0,0,
20160302,2016,3,2,1,0,,,,,0,0,0,0,0,
20191104,2019,11,4,0,0,,,,,0,0,0,0,0,
20191128,2019,11,28,0,0,,,,,0,0,0,0,0,
20091126,2009,11,26,1,0,20091126,3,Northeast Group,Northern Suburb,3,0,2,0,5,C. porosus
20200514,2020,5,14,0,0,,,,,0,0,0,0,0,
20160718,2016,7,18,0,0,20160718,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20090428,2009,4,28,0,0,,,,,0,0,0,0,0,
20180415,2018,4,15,0,0,,,,,0,0,0,0,0,
20110325,2011,3,25,0,1,,,,,0,0,0,0,0,
20110614,2011,6,14,0,0,,,,,0,0,0,0,0,
20140503,2014,5,3,0,0,,,,,0,0,0,0,0,
20111020,2011,10,20,0,1,20111020,3,Northeast Group,Northern Suburb,0,0,2,0,2,C. porosus
20121215,2012,12,15,0,0,20121215,1,South Group,Berry Creek,1,1,0,1,3,C. porosus
20141119,2014,11,19,0,0,20141119,4,West Group,West Arm,0,0,0,2,2,C. porosus
20120106,2012,1,6,0,1,20120106,1,South Group,Pioneer Creek,2,0,6,0,8,C. porosus
20080826,2008,8,26,0,0,20080826,2,Urban Group,Darwin,1,1,0,0,2,C. porosus
20090103,2009,1,3,1,0,,,,,0,0,0,0,0,
20140126,2014,1,26,0,0,,,,,0,0,0,0,0,
20200622,2020,6,22,0,0,,,,,0,0,0,0,0,
20070307,2007,3,7,0,0,20070307,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20110706,2011,7,6,0,0,20110706,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20141012,2014,10,12,0,0,,,,,0,0,0,0,0,
20110205,2011,2,5,0,1,,,,,0,0,0,0,0,
20171121,2017,11,21,0,0,,,,,0,0,0,0,0,
20131209,2013,12,9,0,0,,,,,0,0,0,0,0,
20070616,2007,6,16,0,0,,,,,0,0,0,0,0,
20111012,2011,10,12,0,1,,,,,0,0,0,0,0,
20150319,2015,3,19,0,0,20150319,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20150623,2015,6,23,1,0,,,,,0,0,0,0,0,
20180426,2018,4,26,0,0,,,,,0,0,0,0,0,
20150306,2015,3,6,0,0,20150306,3,Northeast Group,Hope Inlet,1,0,2,0,3,C. porosus
20140627,2014,6,27,0,0,20140627,3,Northeast Group,Hope Inlet,3,0,2,0,5,C. porosus
20070710,2007,7,10,0,0,,,,,0,0,0,0,0,
20070425,2007,4,25,0,0,,,,,0,0,0,0,0,
20140530,2014,5,30,0,0,,,,,0,0,0,0,0,
20090130,2009,1,30,1,0,,,,,0,0,0,0,0,
20080131,2008,1,31,0,1,,,,,0,0,0,0,0,
20150605,2015,6,5,1,0,20150605,3,Northeast Group,Hope Inlet,0,0,4,0,4,C. porosus
20100418,2010,4,18,0,0,,,,,0,0,0,0,0,
20130807,2013,8,7,0,0,,,,,0,0,0,0,0,
20160102,2016,1,2,1,0,,,,,0,0,0,0,0,
20070513,2007,5,13,0,0,,,,,0,0,0,0,0,
20101128,2010,11,28,0,1,,,,,0,0,0,0,0,
20130815,2013,8,15,0,0,20130815,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20120904,2012,9,4,0,0,20120904,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20081116,2008,11,16,0,0,,,,,0,0,0,0,0,
20080502,2008,5,2,0,0,,,,,0,0,0,0,0,
20111226,2011,12,26,0,1,,,,,0,0,0,0,0,
20170123,2017,1,23,0,0,,,,,0,0,0,0,0,
20170323,2017,3,23,0,0,20170323,3,Northeast Group,Northern Suburb,0,0,1,1,2,C. porosus
20150610,2015,6,10,1,0,,,,,0,0,0,0,0,
20090102,2009,1,2,1,0,20090102,4,West Group,Woods Inlet,0,0,0,2,2,C. porosus
20080418,2008,4,18,0,0,,,,,0,0,0,0,0,
20200305,2020,3,5,0,0,20200305,1,South Group,Southport,1,0,0,0,1,C. porosus
20180619,2018,6,19,0,0,,,,,0,0,0,0,0,
20070306,2007,3,6,0,0,,,,,0,0,0,0,0,
20100719,2010,7,19,0,1,,,,,0,0,0,0,0,
20070321,2007,3,21,0,0,20070321,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20070615,2007,6,15,0,0,,,,,0,0,0,0,0,
20150215,2015,2,15,0,0,,,,,0,0,0,0,0,
20180527,2018,5,27,0,0,,,,,0,0,0,0,0,
20091010,2009,10,10,0,0,,,,,0,0,0,0,0,
20140818,2014,8,18,0,0,20140818,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20180107,2018,1,7,0,1,,,,,0,0,0,0,0,
20130928,2013,9,28,0,0,,,,,0,0,0,0,0,
20160912,2016,9,12,0,0,20160912,1,South Group,Southport,1,0,0,0,1,C. porosus
20171107,2017,11,7,0,0,20171107,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20120729,2012,7,29,0,0,,,,,0,0,0,0,0,
20151109,2015,11,9,1,0,,,,,0,0,0,0,0,
20120630,2012,6,30,0,0,,,,,0,0,0,0,0,
20170909,2017,9,9,0,0,20170909,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20100405,2010,4,5,0,0,,,,,0,0,0,0,0,
20191224,2019,12,24,0,0,,,,,0,0,0,0,0,
20071220,2007,12,20,0,1,,,,,0,0,0,0,0,
20130816,2013,8,16,0,0,,,,,0,0,0,0,0,
20150703,2015,7,3,1,0,20150703,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20100106,2010,1,6,1,0,,,,,0,0,0,0,0,
20150531,2015,5,31,1,0,,,,,0,0,0,0,0,
20200419,2020,4,19,0,0,,,,,0,0,0,0,0,
20110712,2011,7,12,0,0,,,,,0,0,0,0,0,
20111215,2011,12,15,0,1,20111215,2,Urban Group,Elizabeth River downstream,2,1,1,0,4,C. porosus
20120331,2012,3,31,0,0,,,,,0,0,0,0,0,
20170901,2017,9,1,0,0,,,,,0,0,0,0,0,
20110902,2011,9,2,0,0,20110902,3,Northeast Group,Hope Inlet,1,0,3,0,4,C. porosus
20080427,2008,4,27,0,0,,,,,0,0,0,0,0,
20090718,2009,7,18,0,0,,,,,0,0,0,0,0,
20080903,2008,9,3,0,0,,,,,0,0,0,0,0,
20141003,2014,10,3,0,0,,,,,0,0,0,0,0,
20180721,2018,7,21,0,0,,,,,0,0,0,0,0,
20170519,2017,5,19,0,0,20170519,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20090225,2009,2,25,1,0,,,,,0,0,0,0,0,
20080716,2008,7,16,0,0,,,,,0,0,0,0,0,
20190810,2019,8,10,0,0,,,,,0,0,0,0,0,
20070330,2007,3,30,0,0,20070330,3,Northeast Group,Hope Inlet,0,0,4,0,4,C. porosus
20090205,2009,2,5,1,0,,,,,0,0,0,0,0,
20091220,2009,12,20,1,0,,,,,0,0,0,0,0,
20121223,2012,12,23,0,0,,,,,0,0,0,0,0,
20130716,2013,7,16,0,0,,,,,0,0,0,0,0,
20080218,2008,2,18,0,1,,,,,0,0,0,0,0,
20120501,2012,5,1,0,0,20120501,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20171109,2017,11,9,0,0,20171109,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20200729,2020,7,29,0,0,20200729,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20110807,2011,8,7,0,0,,,,,0,0,0,0,0,
20170826,2017,8,26,0,0,,,,,0,0,0,0,0,
20170203,2017,2,3,0,0,,,,,0,0,0,0,0,
20120829,2012,8,29,0,0,,,,,0,0,0,0,0,
20170607,2017,6,7,0,0,,,,,0,0,0,0,0,
20071111,2007,11,11,0,1,,,,,0,0,0,0,0,
20090408,2009,4,8,0,0,,,,,0,0,0,0,0,
20160116,2016,1,16,1,0,,,,,0,0,0,0,0,
20081210,2008,12,10,0,1,,,,,0,0,0,0,0,
20120221,2012,2,21,0,1,20120221,4,West Group,West Arm,1,0,1,1,3,C. porosus
20070809,2007,8,9,0,1,20070809,1,South Group,Berry Creek,1,1,0,0,2,C. porosus
20061105,2006,11,5,1,0,,,,,0,0,0,0,0,
20091117,2009,11,17,1,0,,,,,0,0,0,0,0,
20110703,2011,7,3,0,0,,,,,0,0,0,0,0,
20160619,2016,6,19,0,0,,,,,0,0,0,0,0,
20161019,2016,10,19,0,0,,,,,0,0,0,0,0,
20200222,2020,2,22,0,0,,,,,0,0,0,0,0,
20140214,2014,2,14,0,0,20140214,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20180730,2018,7,30,0,0,,,,,0,0,0,0,0,
20090614,2009,6,14,0,0,,,,,0,0,0,0,0,
20100120,2010,1,20,1,0,20100120,4,West Group,West Arm,1,1,0,1,3,C. porosus
20070715,2007,7,15,0,0,,,,,0,0,0,0,0,
20180423,2018,4,23,0,0,20180423,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20121222,2012,12,22,0,0,,,,,0,0,0,0,0,
20140401,2014,4,1,0,0,,,,,0,0,0,0,0,
20150423,2015,4,23,0,0,20150423,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20140912,2014,9,12,0,0,20140912,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20130720,2013,7,20,0,0,,,,,0,0,0,0,0,
20071025,2007,10,25,0,1,,,,,0,0,0,0,0,
20070919,2007,9,19,0,1,,,,,0,0,0,0,0,
20071005,2007,10,5,0,1,,,,,0,0,0,0,0,
20110215,2011,2,15,0,1,,,,,0,0,0,0,0,
20110629,2011,6,29,0,0,,,,,0,0,0,0,0,
20130823,2013,8,23,0,0,,,,,0,0,0,0,0,
20200512,2020,5,12,0,0,,,,,0,0,0,0,0,
20160709,2016,7,9,0,0,,,,,0,0,0,0,0,
20170305,2017,3,5,0,0,,,,,0,0,0,0,0,
20091124,2009,11,24,1,0,20091124,3,Northeast Group,Hope Inlet,0,0,2,0,2,C. porosus
20180417,2018,4,17,0,0,20180417,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20200620,2020,6,20,0,0,,,,,0,0,0,0,0,
20071110,2007,11,10,0,1,,,,,0,0,0,0,0,
20151024,2015,10,24,1,0,,,,,0,0,0,0,0,
20161218,2016,12,18,0,0,,,,,0,0,0,0,0,
20100516,2010,5,16,0,0,,,,,0,0,0,0,0,
20110704,2011,7,4,0,0,,,,,0,0,0,0,0,
20181218,2018,12,18,0,0,,,,,0,0,0,0,0,
20131218,2013,12,18,0,0,20131218,2,Urban Group,Elizabeth River downstream,0,1,0,1,2,C. porosus
20161229,2016,12,29,0,0,20161229,1,South Group,Pioneer Creek,1,1,0,0,2,C. porosus
20120807,2012,8,7,0,0,,,,,0,0,0,0,0,
20140217,2014,2,17,0,0,,,,,0,0,0,0,0,
20150625,2015,6,25,1,0,20150625,4,West Group,Woods Inlet,0,1,0,1,2,C. porosus
20090617,2009,6,17,0,0,,,,,0,0,0,0,0,
20080523,2008,5,23,0,0,,,,,0,0,0,0,0,
20090308,2009,3,8,0,0,,,,,0,0,0,0,0,
20100922,2010,9,22,0,1,,,,,0,0,0,0,0,
20130608,2013,6,8,0,0,,,,,0,0,0,0,0,
20160926,2016,9,26,0,0,,,,,0,0,0,0,0,
20180424,2018,4,24,0,0,,,,,0,0,0,0,0,
20190929,2019,9,29,0,0,,,,,0,0,0,0,0,
20120709,2012,7,9,0,0,,,,,0,0,0,0,0,
20071024,2007,10,24,0,1,,,,,0,0,0,0,0,
20170724,2017,7,24,0,0,,,,,0,0,0,0,0,
20131112,2013,11,12,0,0,,,,,0,0,0,0,0,
20090727,2009,7,27,0,0,,,,,0,0,0,0,0,
20150710,2015,7,10,1,0,20150710,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20130405,2013,4,5,0,0,20130405,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20111228,2011,12,28,0,1,20111228,2,Urban Group,Elizabeth River downstream,0,2,0,0,2,C. porosus
20160707,2016,7,7,0,0,20160707,1,South Group,Southport,1,0,0,0,1,C. porosus
20131224,2013,12,24,0,0,20131224,4,West Group,West Arm,0,0,0,2,2,C. porosus
20061124,2006,11,24,1,0,20061124,4,West Group,West Arm,0,0,0,1,1,C. porosus
20080813,2008,8,13,0,0,20080813,1,South Group,Middle Arm,1,0,0,0,1,C. porosus
20171009,2017,10,9,0,0,20171009,2,Urban Group,Darwin,0,1,0,0,1,C. porosus
20200406,2020,4,6,0,0,20200406,2,Urban Group,Palmerston,0,2,0,0,2,C. porosus
20180126,2018,1,26,0,1,,,,,0,0,0,0,0,
20150616,2015,6,16,1,0,,,,,0,0,0,0,0,
20120513,2012,5,13,0,0,,,,,0,0,0,0,0,
20200307,2020,3,7,0,0,,,,,0,0,0,0,0,
20100708,2010,7,8,0,1,20100708,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20110103,2011,1,3,0,1,,,,,0,0,0,0,0,
20100113,2010,1,13,1,0,,,,,0,0,0,0,0,
20070111,2007,1,11,1,0,20070111,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20180525,2018,5,25,0,0,,,,,0,0,0,0,0,
20070617,2007,6,17,0,0,,,,,0,0,0,0,0,
20170102,2017,1,2,0,0,,,,,0,0,0,0,0,
20061117,2006,11,17,1,0,20061117,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20190630,2019,6,30,0,0,,,,,0,0,0,0,0,
20101009,2010,10,9,0,1,,,,,0,0,0,0,0,
20160910,2016,9,10,0,0,,,,,0,0,0,0,0,
20120727,2012,7,27,0,0,,,,,0,0,0,0,0,
20190428,2019,4,28,0,0,,,,,0,0,0,0,0,
20100201,2010,2,1,1,0,,,,,0,0,0,0,0,
20130621,2013,6,21,0,0,,,,,0,0,0,0,0,
20200709,2020,7,9,0,0,20200709,1,South Group,Southport,2,0,0,0,2,C. porosus
20141204,2014,12,4,0,0,,,,,0,0,0,0,0,
20130606,2013,6,6,0,0,,,,,0,0,0,0,0,
20100407,2010,4,7,0,0,,,,,0,0,0,0,0,
20191226,2019,12,26,0,0,,,,,0,0,0,0,0,
20070816,2007,8,16,0,1,20070816,4,West Group,West Arm,0,0,0,1,1,C. porosus
20150701,2015,7,1,1,0,,,,,0,0,0,0,0,
20101202,2010,12,2,0,1,,,,,0,0,0,0,0,
20090709,2009,7,9,0,0,,,,,0,0,0,0,0,
20081230,2008,12,30,0,1,,,,,0,0,0,0,0,
20150804,2015,8,4,1,0,,,,,0,0,0,0,0,
20161023,2016,10,23,0,0,,,,,0,0,0,0,0,
20070310,2007,3,10,0,0,,,,,0,0,0,0,0,
20100624,2010,6,24,0,0,,,,,0,0,0,0,0,
20081008,2008,10,8,0,0,20081008,1,South Group,Pioneer Creek,1,0,0,0,1,C. porosus
20120201,2012,2,1,0,1,,,,,0,0,0,0,0,
20100327,2010,3,27,1,0,,,,,0,0,0,0,0,
20180723,2018,7,23,0,0,,,,,0,0,0,0,0,
20181127,2018,11,27,0,0,,,,,0,0,0,0,0,
20190320,2019,3,20,0,0,,,,,0,0,0,0,0,
20170526,2017,5,26,0,0,20170526,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20080516,2008,5,16,0,0,,,,,0,0,0,0,0,
20090829,2009,8,29,0,0,,,,,0,0,0,0,0,
20121025,2012,10,25,0,0,20121025,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20080714,2008,7,14,0,0,,,,,0,0,0,0,0,
20100127,2010,1,27,1,0,,,,,0,0,0,0,0,
20090113,2009,1,13,1,0,,,,,0,0,0,0,0,
20121221,2012,12,21,0,0,,,,,0,0,0,0,0,
20080225,2008,2,25,0,1,,,,,0,0,0,0,0,
20130706,2013,7,6,0,0,,,,,0,0,0,0,0,
20140513,2014,5,13,0,0,,,,,0,0,0,0,0,
20171113,2017,11,13,0,0,20171113,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20200221,2020,2,21,0,0,,,,,0,0,0,0,0,
20080101,2008,1,1,0,1,,,,,0,0,0,0,0,
20120601,2012,6,1,0,0,20120601,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20141020,2014,10,20,0,0,,,,,0,0,0,0,0,
20100202,2010,2,2,1,0,,,,,0,0,0,0,0,
20200108,2020,1,8,0,0,20200108,4,West Group,Woods Inlet,0,0,2,2,4,C. porosus
20170820,2017,8,20,0,0,,,,,0,0,0,0,0,
20130620,2013,6,20,0,0,,,,,0,0,0,0,0,
20191114,2019,11,14,0,0,20191114,1,South Group,Blackmore River,1,0,0,0,1,C. porosus
20110502,2011,5,2,0,0,,,,,0,0,0,0,0,
20090419,2009,4,19,0,0,,,,,0,0,0,0,0,
20100314,2010,3,14,1,0,,,,,0,0,0,0,0,
20070722,2007,7,22,0,0,,,,,0,0,0,0,0,
20180928,2018,9,28,0,0,20180928,1,South Group,Berry Creek,1,1,0,0,2,C. porosus
20130914,2013,9,14,0,0,,,,,0,0,0,0,0,
20140323,2014,3,23,0,0,,,,,0,0,0,0,0,
20151004,2015,10,4,1,0,,,,,0,0,0,0,0,
20070807,2007,8,7,0,1,20070807,1,South Group,Berry Creek,1,0,0,0,1,C. porosus
20151021,2015,10,21,1,0,20151021,4,West Group,West Arm,0,2,0,1,3,C. porosus
20110824,2011,8,24,0,0,,,,,0,0,0,0,0,
20160114,2016,1,14,1,0,20160114,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20100513,2010,5,13,0,0,20100513,4,West Group,Woods Inlet,0,0,0,1,1,C. porosus
20081216,2008,12,16,0,1,,,,,0,0,0,0,0,
20120227,2012,2,27,0,1,,,,,0,0,0,0,0,
20120804,2012,8,4,0,0,,,,,0,0,0,0,0,
20130216,2013,2,16,0,0,,,,,0,0,0,0,0,
20170220,2017,2,20,0,0,,,,,0,0,0,0,0,
20140212,2014,2,12,0,0,,,,,0,0,0,0,0,
20120103,2012,1,3,0,1,20120103,3,Northeast Group,Northern Suburb,0,0,2,1,3,C. porosus
20081124,2008,11,24,0,0,20081124,2,Urban Group,Elizabeth River downstream,0,1,0,0,1,C. porosus
20100429,2010,4,29,0,0,20100429,3,Northeast Group,Hope Inlet,0,0,1,0,1,C. porosus
20080530,2008,5,30,0,0,,,,,0,0,0,0,0,
20170614,2017,6,14,0,0,20170614,1,South Group,Southport,1,0,0,0,1,C. porosus
20100126,2010,1,26,1,0,,,,,0,0,0,0,0,
20080111,2008,1,11,0,1,,,,,0,0,0,0,0,
20090328,2009,3,28,0,0,,,,,0,0,0,0,0,
20100829,2010,8,29,0,1,,,,,0,0,0,0,0,
20090110,2009,1,10,1,0,20090110,3,Northeast Group,Northern Suburb,0,0,1,0,1,C. porosus
20100921,2010,9,21,0,1,,,,,0,0,0,0,0,
20140403,2014,4,3,0,0,,,,,0,0,0,0,0,
20140728,2014,7,28,0,0,,,,,0,0,0,0,0,
20150112,2015,1,12,0,0,,,,,0,0,0,0,0,
20190409,2019,4,9,0,0,,,,,0,0,0,0,0,
20190916,2019,9,16,0,0,,,,,0,0,0,0,0,
20090120,2009,1,20,1,0,,,,,0,0,0,0,0,
20121230,2012,12,30,0,0,,,,,0,0,0,0,0,
20200115,2020,1,15,0,0,,,,,0,0,0,0,0,
20130430,2013,4,30,0,0,,,,,0,0,0,0,0,
20160410,2016,4,10,0,0,,,,,0,0,0,0,0,
20180713,2018,7,13,0,0,20180713,2,Urban Group,Palmerston,0,1,0,0,1,C. porosus
20170827,2017,8,27,0,0,,,,,0,0,0,0,0,
20101119,2010,11,19,0,1,20101119,3,Northeast Group,Hope Inlet,1,0,2,0,3,C. porosus
